id	name	parent	display_name	state	create_time	update_time
30263264461	folders/30263264461	folders/337401936763	apps-script	1	2019-05-23 13:26:37.435000+00:00	2019-05-23 13:26:37.435000+00:00
337401936763	folders/337401936763	organizations/494667196037	system-gsuite	1	2019-05-23 13:26:33.459000+00:00	2019-05-23 13:26:33.494000+00:00
359395360364	folders/359395360364	folders/572237543192	platform	1	2020-12-24 17:16:46.380000+00:00	2020-12-24 17:16:46.380000+00:00
572237543192	folders/572237543192	organizations/494667196037	lt-sre	1	2020-12-24 17:16:33.774000+00:00	2020-12-24 17:16:33.789000+00:00
9145849410	folders/9145849410	folders/55753077198	datalake-exp	1	2020-02-27 03:24:30.937000+00:00	2020-02-27 03:24:30.938000+00:00
55753077198	folders/55753077198	folders/857031298135	lt-dia	1	2019-09-26 15:42:35.906000+00:00	2020-12-03 20:03:57.048000+00:00
857031298135	folders/857031298135	folders/173952209464	upper	1	2019-01-11 18:00:32.809000+00:00	2019-02-24 18:59:33.339000+00:00
173952209464	folders/173952209464	organizations/494667196037	loblaw	1	2018-06-13 10:21:14.008000+00:00	2018-06-13 10:21:14.054000+00:00
743756606505	folders/743756606505	organizations/494667196037	cidt	1	2022-07-25 17:32:11.588000+00:00	2022-07-25 17:32:11.588000+00:00
642027199083	folders/642027199083	folders/732825660776	management	1	2023-03-23 18:12:01.146000+00:00	2023-03-23 18:12:01.146000+00:00
732825660776	folders/732825660776	folders/373946244185	prod	1	2020-10-21 16:30:39.676000+00:00	2020-10-21 16:30:39.676000+00:00
373946244185	folders/373946244185	organizations/494667196037	pcb	1	2020-09-16 18:56:14.759000+00:00	2020-09-16 18:56:14.772000+00:00
491851290479	folders/491851290479	folders/806389390541	management	1	2023-03-23 18:11:58.894000+00:00	2023-03-23 18:11:58.894000+00:00
806389390541	folders/806389390541	folders/373946244185	non-prod	1	2020-10-21 16:30:40.287000+00:00	2020-10-21 16:30:40.288000+00:00
1072664139899	folders/1072664139899	folders/55753077198	analytics-val	1	2020-09-10 16:36:43.050000+00:00	2020-09-10 16:36:43.051000+00:00
58222999069	folders/58222999069	folders/173952209464	lower	1	2019-01-11 18:00:32.668000+00:00	2019-02-24 19:00:24.720000+00:00
1044797804330	folders/1044797804330	folders/978387628858	dev	1	2021-04-01 01:45:41.548000+00:00	2021-04-01 01:45:41.548000+00:00
978387628858	folders/978387628858	folders/965658997294	sdm	1	2021-04-01 01:45:28.643000+00:00	2021-04-01 01:45:28.644000+00:00
965658997294	folders/965658997294	organizations/494667196037	digital	1	2018-01-19 00:44:55.996000+00:00	2018-01-19 15:46:48.087000+00:00
611564011638	folders/611564011638	folders/732825660776	digital platform	1	2023-02-24 05:53:34.477000+00:00	2023-02-24 05:53:34.477000+00:00
48685503235	folders/48685503235	folders/58222999069	lt-dia-dis-lwr	1	2020-08-14 16:00:31.689000+00:00	2020-08-14 16:00:31.689000+00:00
290862166880	folders/290862166880	folders/231949391868	prod	1	2020-12-24 17:16:58.771000+00:00	2020-12-24 17:16:58.772000+00:00
231949391868	folders/231949391868	folders/572237543192	cv	1	2020-12-24 17:16:46.068000+00:00	2020-12-24 17:16:46.068000+00:00
231037816692	folders/231037816692	folders/55753077198	datalake-prd	1	2020-04-29 21:25:29.918000+00:00	2020-04-29 21:25:29.919000+00:00
447236027538	folders/447236027538	folders/592583296142	upper	1	2022-05-25 21:04:42.091000+00:00	2022-05-25 21:04:42.091000+00:00
592583296142	folders/592583296142	folders/965658997294	ecomm-platform	1	2022-05-25 21:04:30.440000+00:00	2022-05-25 21:04:30.440000+00:00
637637080971	folders/637637080971	folders/295831124480	lower	1	2021-04-01 03:41:45.321000+00:00	2021-04-01 03:41:45.322000+00:00
295831124480	folders/295831124480	folders/965658997294	shared-services	1	2021-04-01 03:41:33.739000+00:00	2021-04-01 03:41:33.740000+00:00
360731275391	folders/360731275391	folders/367939871699	sit	1	2021-07-26 21:21:00.209000+00:00	2021-07-26 21:21:00.209000+00:00
367939871699	folders/367939871699	folders/572237543192	internal-tools	1	2021-07-02 15:51:53.380000+00:00	2021-07-02 15:51:53.380000+00:00
750377455291	folders/750377455291	folders/367939871699	lab	1	2021-07-02 15:52:05.436000+00:00	2021-07-02 15:52:05.436000+00:00
861235147429	folders/861235147429	folders/324380069542	upper	1	2021-04-01 02:40:07.697000+00:00	2021-04-01 02:40:07.697000+00:00
324380069542	folders/324380069542	folders/965658997294	pcx	1	2021-04-01 02:39:56.027000+00:00	2021-04-01 02:39:56.028000+00:00
66531989396	folders/66531989396	folders/857031298135	lt-dia-dis-upr	1	2020-11-03 13:47:14.657000+00:00	2020-11-03 13:47:14.657000+00:00
169249670538	folders/169249670538	folders/324380069542	lower	1	2021-04-01 02:40:08.408000+00:00	2021-04-01 02:40:08.409000+00:00
208806632786	folders/208806632786	folders/878108113056	adp-upper	1	2022-02-07 22:33:38.262000+00:00	2022-02-07 22:33:38.262000+00:00
878108113056	folders/878108113056	folders/731592704613	adp	1	2022-02-01 17:25:02.146000+00:00	2022-02-01 17:25:02.146000+00:00
731592704613	folders/731592704613	organizations/494667196037	analytics	1	2022-02-01 16:08:43.681000+00:00	2022-02-01 16:08:43.681000+00:00
68096937045	folders/68096937045	folders/373946244185	poc	1	2020-10-21 16:30:39.296000+00:00	2020-10-21 16:30:39.296000+00:00
272686474753	folders/272686474753	folders/592583296142	lower	1	2022-05-25 21:04:42.946000+00:00	2022-05-25 21:04:42.946000+00:00
530553800347	folders/530553800347	folders/661305291395	ds-bi-upper	1	2019-01-18 17:21:34.791000+00:00	2019-01-18 17:21:34.791000+00:00
661305291395	folders/661305291395	folders/965658997294	ds-bi-projects	1	2019-01-18 17:06:41.503000+00:00	2019-01-18 17:06:41.503000+00:00
125149351941	folders/125149351941	folders/661305291395	ds-bi-lower	1	2019-01-18 17:20:58.231000+00:00	2019-01-18 17:20:58.232000+00:00
328182863805	folders/328182863805	folders/231949391868	dev	1	2020-12-24 17:16:58.094000+00:00	2020-12-24 17:16:58.095000+00:00
97187172501	folders/97187172501	folders/574477993318	curated	1	2022-10-28 15:16:36.187000+00:00	2022-10-28 15:16:36.187000+00:00
574477993318	folders/574477993318	folders/712045157064	terminus	1	2022-10-28 15:16:22.199000+00:00	2022-10-28 15:16:22.199000+00:00
712045157064	folders/712045157064	organizations/494667196037	pcs	1	2021-02-04 13:26:20.091000+00:00	2021-02-04 13:26:20.131000+00:00
717981601663	folders/717981601663	folders/574477993318	transfer	1	2022-10-28 15:16:36.800000+00:00	2022-10-28 15:16:36.800000+00:00
930168780648	folders/930168780648	folders/574477993318	processing	1	2022-10-28 15:16:35.323000+00:00	2022-10-28 15:16:35.323000+00:00
853254857530	folders/853254857530	folders/574477993318	landing	1	2022-10-28 15:16:35.910000+00:00	2022-10-28 15:16:35.910000+00:00
794678615748	folders/794678615748	folders/231949391868	sit	1	2020-12-24 17:16:58.356000+00:00	2020-12-24 17:16:58.357000+00:00
64479446426	folders/64479446426	folders/55753077198	analytics-prd	1	2020-09-10 16:36:42.676000+00:00	2020-09-10 16:36:42.676000+00:00
1062640412525	folders/1062640412525	folders/173952209464	loblaw-playground	1	2018-11-16 15:17:10.767000+00:00	2018-11-16 15:17:10.801000+00:00
976657524759	folders/976657524759	folders/661305291395	ds-bi-playground	1	2019-01-18 17:22:21.609000+00:00	2019-01-18 17:22:21.610000+00:00
876133780889	folders/876133780889	folders/732825660776	business	1	2022-05-24 13:17:14.121000+00:00	2022-05-24 13:17:14.121000+00:00
591628874958	folders/591628874958	folders/806389390541	business	1	2022-05-24 13:17:14.134000+00:00	2022-05-24 13:17:14.134000+00:00
128157814122	folders/128157814122	folders/55753077198	datalake-val	1	2020-04-29 21:22:45.126000+00:00	2020-04-29 21:22:45.126000+00:00
1028558890137	folders/1028558890137	folders/173952209464	tools	1	2019-01-10 18:44:22.616000+00:00	2019-02-24 19:00:49.573000+00:00
605031781232	folders/605031781232	folders/806389390541	digital platform	1	2022-07-28 16:33:36.969000+00:00	2022-07-28 16:33:36.969000+00:00
579934147788	folders/579934147788	folders/281141285651	prod	1	2021-04-01 04:29:51.431000+00:00	2021-04-01 04:29:51.432000+00:00
281141285651	folders/281141285651	folders/965658997294	platform	1	2021-04-01 04:29:38.743000+00:00	2021-04-01 04:29:38.743000+00:00
